finalWorth,age,industries,gender,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country
6800,53,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6800,61,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6800,65,Diversified,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
6800,58,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6800,61,Energy,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,72,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,56,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
6700,75,Manufacturing,M,110.35,0.8,"$348,078,018,464",80.6,101.3
6700,47,Manufacturing,F,110.35,0.8,"$348,078,018,464",80.6,101.3
6700,44,Manufacturing,M,110.35,0.8,"$348,078,018,464",80.6,101.3
6700,80,Healthcare,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
6700,55,Automotive,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6700,60,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6700,54,Manufacturing,F,99.55,0.4,"$703,082,435,360",59.6,105.2
6700,55,Telecom,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
6700,72,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,84,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,83,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,92,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,71,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,39,Manufacturing,F,110.35,0.8,"$348,078,018,464",80.6,101.3
6700,81,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6700,65,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6600,47,Manufacturing,F,99.55,0.4,"$703,082,435,360",59.6,105.2
6600,68,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6600,70,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6600,67,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6600,78,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6600,63,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6600,47,Finance & Investments,F,112.85,1.4,"$3,845,630,030,824",70.2,104
6500,80,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6500,58,Technology,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6500,93,Real Estate,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6500,84,Real Estate,M,119.62,1.7,"$2,827,113,184,696",60,101.2
6500,51,Real Estate,M,99.55,0.4,"$703,082,435,360",59.6,105.2
6400,71,Finance & Investments,M,110.51,1.8,"$530,832,908,738",67,126.6
6400,62,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6400,69,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6400,59,Healthcare,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6400,60,Energy,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
6400,90,Finance & Investments,M,140.95,3.5,"$323,802,808,108",55.3,114.5
6400,88,Logistics,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6300,77,Construction & Engineering,M,119.62,1.7,"$2,827,113,184,696",60,101.2
6300,58,Energy,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6300,66,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
6300,85,Healthcare,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
6300,59,Energy,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6300,96,Manufacturing,M,108.15,0.8,"$395,098,666,122",63.4,104.9
6200,59,Food & Beverage,F,141.54,3.6,"$1,258,286,717,125",40.2,105.8
6200,85,Diversified,M,110.51,1.8,"$530,832,908,738",67,126.6
6200,89,Service,M,115.91,2.6,"$909,070,395,161",85,104.2
6200,59,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6200,59,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6200,51,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
6200,60,Finance & Investments,M,114.11,2.2,"$592,164,400,688",67.8,100
6100,69,Diversified,M,267.51,11.4,"$448,120,428,859",10.2,84.7
6100,58,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6100,79,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
6100,72,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
6000,64,Metals & Mining,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
6000,46,Real Estate,M,118.06,1.5,"$446,314,739,528",85.1,103.1
6000,85,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6000,74,Fashion & Retail,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
6000,63,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6000,65,Fashion & Retail,M,180.44,7.7,"$2,611,000,000,000",28.1,113
6000,88,Diversified,M,113.27,0.7,"$543,649,976,166",49.3,99.8
6000,92,Finance & Investments,M,108.15,0.8,"$395,098,666,122",63.4,104.9
6000,76,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6000,71,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
6000,85,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5900,60,Real Estate,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5900,93,Diversified,M,113.27,0.7,"$543,649,976,166",49.3,99.8
5900,61,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5900,62,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5900,66,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5800,58,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5800,75,Healthcare,M,110.35,0.8,"$348,078,018,464",80.6,101.3
5800,70,Healthcare,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5700,56,Metals & Mining,M,281.66,7.9,"$153,781,069,118",82.7,99
5700,88,Healthcare,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5700,93,Energy,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
5700,71,Real Estate,M,110.51,1.8,"$530,832,908,738",67,126.6
5700,77,Construction & Engineering,M,99.55,0.4,"$703,082,435,360",59.6,105.2
5700,51,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5700,59,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5700,56,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5600,41,Logistics,F,101.87,0.2,"$209,852,761,469",136.6,99.6
5600,79,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5600,52,Logistics,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5600,81,Automotive,M,180.44,7.7,"$2,611,000,000,000",28.1,113
5600,87,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5600,56,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5600,65,Finance & Investments,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5600,69,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5600,51,Gambling & Casinos,M,108.15,0.8,"$395,098,666,122",63.4,104.9
5600,65,Healthcare,M,115.16,0.4,"$2,029,000,000,000",94.3,98.1
5600,59,Automotive,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5500,73,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,65,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,32,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,34,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,93,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,77,Automotive,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
5500,58,Automotive,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,95,Diversified,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
5500,68,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5500,81,Healthcare,M,112.85,1.4,"$3,845,630,030,824",70.2,104
5500,58,Finance & Investments,M,112.85,1.4,"$3,845,630,030,824",70.2,104
5500,66,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,78,Media & Entertainment,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,78,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,80,Healthcare,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
5500,80,Media & Entertainment,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5500,68,Technology,M,119.8,1.6,"$1,392,680,589,329",113.1,100.3
5500,56,Diversified,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5400,77,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
5400,81,Manufacturing,M,180.44,7.7,"$2,611,000,000,000",28.1,113
5400,43,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5400,68,Technology,M,114.41,0.6,"$372,062,527,489",84.8,100.6
5400,58,Diversified,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5400,77,Manufacturing,M,99.55,0.4,"$703,082,435,360",59.6,105.2
5400,73,Fashion & Retail,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
5400,70,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
5400,58,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
5400,59,Fashion & Retail,M,118.06,1.5,"$446,314,739,528",85.1,103.1
5400,71,Fashion & Retail,F,118.06,1.5,"$446,314,739,528",85.1,103.1
5300,49,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,64,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,60,Manufacturing,M,234.44,15.2,"$754,411,708,203",23.9,93.2
5300,59,Finance & Investments,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,65,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,78,Diversified,M,151.18,3,"$1,119,190,780,753",36.3,106.4
5300,72,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,80,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,86,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,78,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,62,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,81,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5300,77,Food & Beverage,M,112.85,1.4,"$3,845,630,030,824",70.2,104
5300,67,Fashion & Retail,M,114.52,-1.9,"$421,142,267,938",36.8,108.4
5200,56,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5200,53,Food & Beverage,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5200,59,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5200,71,Fashion & Retail,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5200,71,Fashion & Retail,M,114.52,-1.9,"$421,142,267,938",36.8,108.4
5200,85,Telecom,M,121.46,0.7,"$364,701,517,788",45.1,105.3
5200,82,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5200,49,Gambling & Casinos,M,119.62,1.7,"$2,827,113,184,696",60,101.2
5200,74,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5200,78,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5200,81,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5100,49,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
5100,59,Finance & Investments,F,180.44,7.7,"$2,611,000,000,000",28.1,113
5100,90,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5100,49,Media & Entertainment,M,115.16,0.4,"$2,029,000,000,000",94.3,98.1
5100,61,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5100,64,Logistics,M,120.27,2.2,"$403,336,363,636",82,100.3
5100,65,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5100,75,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5100,88,Healthcare,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5100,72,Sports,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,79,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,75,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,55,Healthcare,F,99.55,0.4,"$703,082,435,360",59.6,105.2
5000,43,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
5000,69,Technology,M,99.55,0.4,"$703,082,435,360",59.6,105.2
5000,56,Telecom,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,50,Healthcare,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
5000,57,Technology,M,115.16,0.4,"$2,029,000,000,000",94.3,98.1
5000,50,Fashion & Retail,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,83,Fashion & Retail,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
5000,78,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,86,Sports,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
5000,57,Healthcare,M,112.85,1.4,"$3,845,630,030,824",70.2,104
5000,64,Real Estate,F,112.85,1.4,"$3,845,630,030,824",70.2,104
5000,59,Healthcare,M,99.55,0.4,"$703,082,435,360",59.6,105.2
5000,64,Food & Beverage,M,234.44,15.2,"$754,411,708,203",23.9,93.2
5000,66,Fashion & Retail,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
4900,79,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,72,Healthcare,M,180.44,7.7,"$2,611,000,000,000",28.1,113
4900,81,Technology,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,81,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,53,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,67,Finance & Investments,M,133.61,4.9,"$17,743,195,770",63.9,98.6
4900,94,Metals & Mining,M,151.18,3,"$1,119,190,780,753",36.3,106.4
4900,77,Healthcare,M,99.55,0.4,"$703,082,435,360",59.6,105.2
4900,86,Food & Beverage,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
4900,72,Automotive,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,58,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,60,Diversified,M,151.18,3,"$1,119,190,780,753",36.3,106.4
4900,67,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4900,50,Fashion & Retail,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4800,58,Fashion & Retail,M,119.62,1.7,"$2,827,113,184,696",60,101.2
4800,50,Fashion & Retail,M,114.11,2.2,"$592,164,400,688",67.8,100
4800,79,Healthcare,M,112.85,1.4,"$3,845,630,030,824",70.2,104
4800,69,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,64,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,67,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,66,Manufacturing,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,68,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,64,Technology,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,63,Manufacturing,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4800,70,Healthcare,M,180.44,7.7,"$2,611,000,000,000",28.1,113
4800,62,Finance & Investments,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4700,88,Diversified,F,110.62,0.3,"$237,686,075,635",63.9,106.2
4700,76,Sports,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4700,63,Manufacturing,M,234.44,15.2,"$754,411,708,203",23.9,93.2
4700,54,Finance & Investments,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
4700,68,Real Estate,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
4700,77,Technology,F,115.16,0.4,"$2,029,000,000,000",94.3,98.1
4700,50,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4700,68,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4700,76,Diversified,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4700,52,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,61,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,64,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,96,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,46,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,56,Energy,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4600,62,Metals & Mining,M,182.75,5.2,"$180,161,741,180",61.7,104.4
4600,79,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,54,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4600,45,Media & Entertainment,M,114.41,0.6,"$372,062,527,489",84.8,100.6
4600,69,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,71,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,65,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,79,Food & Beverage,M,151.36,2,"$169,988,236,398",51.4,109.9
4600,78,Logistics,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,62,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,34,Manufacturing,M,112.85,1.4,"$3,845,630,030,824",70.2,104
4600,52,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4600,66,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4500,55,Food & Beverage,M,141.54,3.6,"$1,258,286,717,125",40.2,105.8
4500,82,Technology,M,112.85,1.4,"$3,845,630,030,824",70.2,104
4500,56,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4500,54,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4500,83,Food & Beverage,M,99.55,0.4,"$703,082,435,360",59.6,105.2
4500,76,Technology,M,180.44,7.7,"$2,611,000,000,000",28.1,113
4500,71,Fashion & Retail,M,120.27,2.2,"$403,336,363,636",82,100.3
4500,60,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4500,70,Real Estate,M,114.52,-1.9,"$421,142,267,938",36.8,108.4
4500,41,Finance & Investments,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
4500,59,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4500,65,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4400,50,Healthcare,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4400,89,Technology,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4400,88,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4400,63,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4400,64,Construction & Engineering,M,110.96,0.7,"$1,394,116,310,769",88.9,102.7
4400,81,Healthcare,M,99.55,0.4,"$703,082,435,360",59.6,105.2
4400,58,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
4400,67,Real Estate,M,180.44,7.7,"$2,611,000,000,000",28.1,113
4400,71,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4400,66,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4400,65,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4400,54,Metals & Mining,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
4300,59,Telecom,M,99.55,0.4,"$703,082,435,360",59.6,105.2
4300,46,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,63,Finance & Investments,M,110.96,0.7,"$1,394,116,310,769",88.9,102.7
4300,49,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,61,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4300,91,Logistics,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,90,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,61,Diversified,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
4300,62,Metals & Mining,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
4300,56,Finance & Investments,M,182.75,5.2,"$180,161,741,180",61.7,104.4
4300,55,Finance & Investments,F,182.75,5.2,"$180,161,741,180",61.7,104.4
4300,61,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,75,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,54,Diversified,M,163.52,2.8,"$261,921,244,843",28.5,110.6
4300,64,Healthcare,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4300,42,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4300,74,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4300,58,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4300,83,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,65,Service,F,108.15,0.8,"$395,098,666,122",63.4,104.9
4200,68,Finance & Investments,M,116.86,2.8,"$34,117,202,555",88.1,99.4
4200,82,Real Estate,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4200,57,Real Estate,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4200,87,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,82,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,72,Energy,F,151.18,3,"$1,119,190,780,753",36.3,106.4
4200,74,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,82,Finance & Investments,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
4200,53,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,55,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4200,59,Finance & Investments,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4200,68,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,60,Service,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,73,Automotive,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,58,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,40,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4200,73,Fashion & Retail,M,151.18,3,"$1,119,190,780,753",36.3,106.4
4200,71,Diversified,M,151.18,3,"$1,119,190,780,753",36.3,106.4
4200,55,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,68,Food & Beverage,M,116.48,2.8,"$246,489,245,495",64.1,100.7
4100,83,Service,F,110.05,1.1,"$2,715,518,274,227",65.6,102.5
4100,83,Media & Entertainment,M,112.85,1.4,"$3,845,630,030,824",70.2,104
4100,87,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,74,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,70,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,54,Food & Beverage,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
4100,66,Manufacturing,M,112.33,1,"$268,761,201,365",88.2,100.2
4100,55,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4100,83,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,56,Fashion & Retail,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
4100,73,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,61,Diversified,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
4100,66,Finance & Investments,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
4100,76,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,63,Manufacturing,M,99.55,0.4,"$703,082,435,360",59.6,105.2
4100,88,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,82,Diversified,M,119.8,1.6,"$1,392,680,589,329",113.1,100.3
4100,60,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4100,57,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4000,80,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,48,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,75,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,56,Diversified,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4000,77,Manufacturing,F,180.44,7.7,"$2,611,000,000,000",28.1,113
4000,73,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,46,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,61,Manufacturing,M,121.46,0.7,"$364,701,517,788",45.1,105.3
4000,51,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,65,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
4000,42,Technology,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
4000,79,Automotive,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,63,Telecom,M,180.44,7.7,"$2,611,000,000,000",28.1,113
4000,67,Telecom,M,180.44,7.7,"$2,611,000,000,000",28.1,113
4000,80,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,90,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,68,Telecom,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
4000,76,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
4000,75,Healthcare,M,114.11,2.2,"$592,164,400,688",67.8,100
4000,69,Energy,M,99.55,0.4,"$703,082,435,360",59.6,105.2
4000,74,Metals & Mining,M,141.54,3.6,"$1,258,286,717,125",40.2,105.8
4000,73,Diversified,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3900,76,Manufacturing,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3900,72,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3900,73,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
